CAR_ID,品牌系列,主动式多仿形座椅,裸眼3D数字仪表屏,主动式多仿形座椅组件,智能魔术车身控制系统,多仿形座椅,MBUX智能人机交互系统实景穿越导航,AMG 扰流板,AMG Track Pace,畅新空气护盾,主动式环境氛围照明系统,主动式环境氛围灯,智能数字大灯DIGITAL LIGHT,M高性能卡钳,M运动型排气系统,星空全景天窗,循迹倒车,BMW环形光耀格栅,M运动型排气,魔毯智能空气悬挂系统,炫影光幕格栅	,炫影光幕格栅,Brembo赛车级刹车系统,自适应旋转悬浮Pad,智能扭矩控制系统i-TAC,遥控驾驶,全息透明影像系统,移动电站,舒奢一体式升舱顶,手机遥控泊车,碳纤维车顶,陶瓷刹车盘,魔术感应门,福祉座椅,Brembo布雷博制动卡钳,AR实景导航,对外供电功能,运动型排气系统,Sport Chrono 计时器表盘,HomeLink,Sport Chrono组件,带模式开关的Sport Chrono组件,中央锁止轮毂,智能召唤,“梦想之翼”前组合灯动态迎宾效果,“北斗之翼”后组合灯动态迎宾效果,侧旗标灯,nanoeTM纳米水离子,十周年纪念版内饰,Brembo刹车系统,三指导航飞屏,人车家生态空间,生态拓展空间,双屏互动带三指飞屏功能,三指飞屏（双屏导航互动）,三指飞屏（双屏导航共享）,第二排魔法吧台,540°全景影像系统(带透明底盘),影院幕布式遮物帘
68527,保时捷911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),(选配),(选配),,,,,,,,,,,,,,,,,,,
57796,保时捷911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),(选配),(选配),,,,,,,,,,,,,,,,,,,
57802,保时捷911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),(选配),(选配),,,,,,,,,,,,,,,,,,,
68524,保时捷911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),,,,,,,(标配),(标配),(标配),,,,,,,,,,,,,,,,,,,
57795,保时捷911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68520,保时捷911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),(标配),(选配),,,(标配),,,,,,,,,,,,,,,,
57803,保时捷911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),(标配),(选配),,,(标配),,,,,,,,,,,,,,,,
56840,保时捷718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(选配),,,,,,,,,,,,,,,,,,,,
56845,保时捷718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(选配),,,,,,,,,,,,,,,,,,,,
56847,保时捷718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56842,保时捷718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),(选配),,,,,,,,,,,,,,,,,,,,
53803,保时捷718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),(选配),,,,,,,,,,,,,,,,,,,,
56844,保时捷718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(标配),,,,,,,,,,,,,,,,,,,,
56843,保时捷718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(标配),,,,,,,,,,,,,,,,,,,,
63018,保时捷718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(标配),,,,,,,,,,,,,,,,,,,,
56841,保时捷718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(选配),,,,,,,,,,,,,,,,,,,,
56848,保时捷718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(选配),,,,,,,,,,,,,,,,,,,,
56846,保时捷718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(标配),,,,,,,,,,,,,,,,,,,,
60397,保时捷718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(标配),,,,,,,,,,,,,,,,,,,,
60396,保时捷718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(标配),,,,,,,,,,,,,,,,,,,,
68381,Cayenne新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(选配),,,,,,,,,,,,,,,,,,,
64514,Cayenne新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(选配),,,,,,,,,,,,,,,,,,,
68383,Cayenne新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(选配),,,,,,,,,,,,,,,,,,,
65016,Cayenne新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(选配),,,,,,,,,,,,,,,,,,,
68385,Cayenne新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(选配),,,,,,,,,,,,,,,,,,,
62501,Cayenne新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(选配),,,,,,,,,,,,,,,,,,,
64513,Cayenne新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(选配),,,,,,,,,,,,,,,,,,,
68382,Cayenne新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(选配),,,,,,,,,,,,,,,,,,,
68384,Cayenne新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(选配),,,,,,,,,,,,,,,,,,,
62500,Cayenne新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(选配),,,,,,,,,,,,,,,,,,,
65015,Cayenne新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(选配),,,,,,,,,,,,,,,,,,,
68386,Cayenne新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(选配),,,,,,,,,,,,,,,,,,,
56918,Panamera新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),,,(选配),,,,,,,,,,,,,,,,,,
67461,Panamera新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),,,(选配),,,,,,,,,,,,,,,,,,
56917,Panamera新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),,,(选配),,,,,,,,,,,,,,,,,,
67460,Panamera新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),,,(选配),,,,,,,,,,,,,,,,,,
59233,Panamera新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),,,(选配),,,,,,,,,,,,,,,,,,
56910,Panamera新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),,,(标配),,,,,,,,,,,,,,,,,,
56912,Panamera新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),,,(标配),,,,,,,,,,,,,,,,,,
67462,Panamera新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),,,(标配),,,,,,,,,,,,,,,,,,
66022,Panamera新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),,,(标配),,,,,,,,,,,,,,,,,,
59234,Panamera新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),,,(标配),,,,,,,,,,,,,,,,,,
64338,Panamera新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),,,(标配),,,,,,,,,,,,,,,,,,
56913,Panamera新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),,,(标配),,,,,,,,,,,,,,,,,,
56919,Panamera新能源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),,,(标配),,,,,,,,,,,,,,,,,,
61092,Model S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61210,Model S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),,,,,,,,,,,,,,,
61211,Model X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61093,Model X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),,,,,,,,,,,,,,,
64121,红旗H9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),(选配),(选配),,,,,,,,,,,,
67955,红旗H9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),(选配),(选配),,,,,,,,,,,,
64122,红旗H9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(标配),(标配),,,,,,,,,,,,
63389,红旗H9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(标配),(标配),,,,,,,,,,,,
57026,红旗H9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(标配),(标配),,,,,,,,,,,,
67958,红旗H9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(标配),(标配),,,,,,,,,,,,
64123,红旗H9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(标配),(标配),,,,,,,,,,,,
67893,红旗H9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67959,红旗H9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63381,红旗H9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66480,红旗H9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67956,红旗H9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67957,红旗H9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(标配),(标配),,,,,,,,,,,,
68219,汉兰达,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68216,汉兰达,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68555,汉兰达,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68218,汉兰达,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68217,汉兰达,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68554,汉兰达,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68556,汉兰达,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68215,汉兰达,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),,,,,,,,,,,
68553,汉兰达,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68220,汉兰达,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68221,汉兰达,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),,,,,,,,,,,
68314,皇冠陆放,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68317,皇冠陆放,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67586,皇冠陆放,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68316,皇冠陆放,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68315,皇冠陆放,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68318,皇冠陆放,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),,,,,,,,,,,
54680,丰田86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),,,,,,,,,,
60398,丰田86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58313,丰田86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59174,SUPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59175,SUPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),,,,,,,,,
56233,一汽丰田bZ4X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56475,一汽丰田bZ4X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56849,一汽丰田bZ4X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56067,一汽丰田bZ4X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56850,一汽丰田bZ4X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),,,,,,,,,,,
59725,昂扬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57572,昂扬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),,,,,,,,
59552,昂扬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),,,,,,,,
58994,昂扬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),,,,,,,,
65768,小米SU7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(标配),,,,,,
59881,小米SU7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(标配),,,,,,
67500,小米SU7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(标配),,,,,,
70554,小米SU7 Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),(标配),,,,,,
68759,星瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69901,星瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69903,星瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69902,星瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58108,星瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69904,星瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71883,星瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58114,星瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67087,星瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58115,星瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71882,星瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67088,星瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63498,星瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),,,,,
63265,星瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),,,,,
58109,星瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(选配),,,,,
63061,缤越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62826,缤越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69434,缤越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67792,缤越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68972,缤越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63060,缤越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66959,缤越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70452,缤越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72132,缤越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58383,缤越,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65752,豪越L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65888,豪越L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),,,
65887,豪越L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),,,
70335,豪越L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),,,
56114,缤瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56115,缤瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66960,缤瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),,,(标配),
63900,缤瑞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配),,,(标配),
70391,吉利牛仔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70670,吉利牛仔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(标配)
